cell,variant,embedder,traj_id,step_idx,n_steps,actor,d_a_sem,d_a_lex,d_a_gated,d_oA,d_oA_calibrated,d_oU,user_is_tool_turn,label_fail
qwen32B-int4_airline_50runs,baseline,bge-m3,5ecb7138-87ad-454b-b8e5-ce0c80569617,7,12,user,,,,,,0.29902946949005127,0,0
qwen32B-int4_airline_50runs,baseline,bge-m3,5ecb7138-87ad-454b-b8e5-ce0c80569617,8,12,agent,0.9419835209846497,0.4117647058823529,0.0,0.5697320103645325,0.1361345648765564,,0,0
qwen32B-int4_airline_50runs,baseline,bge-m3,5ecb7138-87ad-454b-b8e5-ce0c80569617,9,12,tool,,,,,,,0,0
qwen32B-int4_airline_50runs,baseline,bge-m3,5ecb7138-87ad-454b-b8e5-ce0c80569617,10,12,agent,0.4352310299873352,0.09230769230769231,0.0,,,,0,0
qwen32B-int4_airline_50runs,baseline,bge-m3,5ecb7138-87ad-454b-b8e5-ce0c80569617,11,12,user,,,,,,0.3656492233276367,0,0
qwen32B-int4_airline_50runs,baseline,bge-m3,24be882a-2e2c-4cb5-8e1e-c34d22b4a06c,0,28,agent,,,,,,,0,0
qwen32B-int4_airline_50runs,baseline,bge-m3,24be882a-2e2c-4cb5-8e1e-c34d22b4a06c,1,28,user,,,,,,0.46632319688796997,0,0
qwen32B-int4_airline_50runs,baseline,bge-m3,24be882a-2e2c-4cb5-8e1e-c34d22b4a06c,2,28,agent,0.5002416372299194,0.07894736842105263,0.0,,,,0,0
qwen32B-int4_airline_50runs,baseline,bge-m3,24be882a-2e2c-4cb5-8e1e-c34d22b4a06c,3,28,user,,,,,,0.23744142055511475,0,0
qwen32B-int4_airline_50runs,baseline,bge-m3,24be882a-2e2c-4cb5-8e1e-c34d22b4a06c,4,28,agent,0.7884940505027771,0.25301204819277107,0.0,,,,0,0
qwen32B-int4_airline_50runs,baseline,bge-m3,24be882a-2e2c-4cb5-8e1e-c34d22b4a06c,5,28,user,,,,,,0.19787704944610596,0,0
qwen32B-int4_airline_50runs,baseline,bge-m3,24be882a-2e2c-4cb5-8e1e-c34d22b4a06c,6,28,agent,0.5567721128463745,0.022727272727272728,0.0,0.44965165853500366,-0.13181164860725403,,0,0
qwen32B-int4_airline_50runs,baseline,bge-m3,24be882a-2e2c-4cb5-8e1e-c34d22b4a06c,7,28,tool,,,,,,,0,0
qwen32B-int4_airline_50runs,baseline,bge-m3,24be882a-2e2c-4cb5-8e1e-c34d22b4a06c,8,28,agent,0.7145681381225586,0.25555555555555554,0.0,,,,0,0
qwen32B-int4_airline_50runs,baseline,bge-m3,24be882a-2e2c-4cb5-8e1e-c34d22b4a06c,9,28,user,,,,,,0.21547406911849976,0,0
qwen32B-int4_airline_50runs,baseline,bge-m3,24be882a-2e2c-4cb5-8e1e-c34d22b4a06c,10,28,agent,0.964189350605011,0.6923076923076923,0.0,0.44672906398773193,-0.13243704438209536,,0,0
qwen32B-int4_airline_50runs,baseline,bge-m3,24be882a-2e2c-4cb5-8e1e-c34d22b4a06c,11,28,tool,,,,,,,0,0
qwen32B-int4_airline_50runs,baseline,bge-m3,24be882a-2e2c-4cb5-8e1e-c34d22b4a06c,12,28,agent,0.8653213977813721,0.5737704918032787,0.0,,,,0,0
qwen32B-int4_airline_50runs,baseline,bge-m3,24be882a-2e2c-4cb5-8e1e-c34d22b4a06c,13,28,user,,,,,,0.28625351190567017,0,0
qwen32B-int4_airline_50runs,baseline,bge-m3,24be882a-2e2c-4cb5-8e1e-c34d22b4a06c,14,28,agent,0.7778491973876953,0.35,0.0,0.47022801637649536,-0.09220118522644039,,0,0
qwen32B-int4_airline_50runs,baseline,bge-m3,24be882a-2e2c-4cb5-8e1e-c34d22b4a06c,15,28,tool,,,,,,,0,0
qwen32B-int4_airline_50runs,baseline,bge-m3,24be882a-2e2c-4cb5-8e1e-c34d22b4a06c,16,28,agent,0.8309441208839417,0.37333333333333335,0.0,,,,0,0
qwen32B-int4_airline_50runs,baseline,bge-m3,24be882a-2e2c-4cb5-8e1e-c34d22b4a06c,17,28,user,,,,,,0.22959768772125244,0,0
qwen32B-int4_airline_50runs,baseline,bge-m3,24be882a-2e2c-4cb5-8e1e-c34d22b4a06c,18,28,agent,0.8119391202926636,0.5,0.0,0.5515671968460083,0.0010472416877747026,,0,0
qwen32B-int4_airline_50runs,baseline,bge-m3,24be882a-2e2c-4cb5-8e1e-c34d22b4a06c,19,28,tool,,,,,,,0,0
qwen32B-int4_airline_50runs,baseline,bge-m3,24be882a-2e2c-4cb5-8e1e-c34d22b4a06c,20,28,agent,0.6778253316879272,0.5068493150684932,0.0,,,,0,0
qwen32B-int4_airline_50runs,baseline,bge-m3,24be882a-2e2c-4cb5-8e1e-c34d22b4a06c,21,28,user,,,,,,0.43673980236053467,0,0
qwen32B-int4_airline_50runs,baseline,bge-m3,24be882a-2e2c-4cb5-8e1e-c34d22b4a06c,22,28,agent,0.8156270980834961,0.5,0.0,0.4750060439109802,-0.08684318065643315,,0,0
qwen32B-int4_airline_50runs,baseline,bge-m3,24be882a-2e2c-4cb5-8e1e-c34d22b4a06c,23,28,tool,,,,,,,0,0
qwen32B-int4_airline_50runs,baseline,bge-m3,24be882a-2e2c-4cb5-8e1e-c34d22b4a06c,24,28,agent,0.6187307834625244,0.24528301886792453,0.0,0.5424225330352783,0.011494719982147239,,0,0
qwen32B-int4_airline_50runs,baseline,bge-m3,24be882a-2e2c-4cb5-8e1e-c34d22b4a06c,25,28,tool,,,,,,,0,0
qwen32B-int4_airline_50runs,baseline,bge-m3,24be882a-2e2c-4cb5-8e1e-c34d22b4a06c,26,28,agent,0.5113465785980225,0.12162162162162163,0.0,,,,0,0
qwen32B-int4_airline_50runs,baseline,bge-m3,24be882a-2e2c-4cb5-8e1e-c34d22b4a06c,27,28,user,,,,,,0.36564916372299194,0,0
qwen32B-int4_airline_50runs,baseline,bge-m3,1351424c-5fa3-4355-a64e-8f2b127fb25b,0,32,agent,,,,,,,0,1
qwen32B-int4_airline_50runs,baseline,bge-m3,1351424c-5fa3-4355-a64e-8f2b127fb25b,1,32,user,,,,,,0.5722465515136719,0,1
qwen32B-int4_airline_50runs,baseline,bge-m3,1351424c-5fa3-4355-a64e-8f2b127fb25b,2,32,agent,0.4352361857891083,0.06382978723404255,0.0,,,,0,1
qwen32B-int4_airline_50runs,baseline,bge-m3,1351424c-5fa3-4355-a64e-8f2b127fb25b,3,32,user,,,,,,0.33572572469711304,0,1
qwen32B-int4_airline_50runs,baseline,bge-m3,1351424c-5fa3-4355-a64e-8f2b127fb25b,4,32,agent,0.5054097175598145,0.0,0.0,0.3631643056869507,-0.07798637946446735,,0,1
qwen32B-int4_airline_50runs,baseline,bge-m3,1351424c-5fa3-4355-a64e-8f2b127fb25b,5,32,tool,,,,,,,0,1
qwen32B-int4_airline_50runs,baseline,bge-m3,1351424c-5fa3-4355-a64e-8f2b127fb25b,6,32,agent,0.9300703406333923,0.35,0.0,,,,0,1
qwen32B-int4_airline_50runs,baseline,bge-m3,1351424c-5fa3-4355-a64e-8f2b127fb25b,7,32,user,,,,,,0.3095961809158325,0,1
qwen32B-int4_airline_50runs,baseline,bge-m3,1351424c-5fa3-4355-a64e-8f2b127fb25b,8,32,agent,0.9347715377807617,0.38666666666666666,0.0,,,,0,1
